title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,star_power_score,is_animated,is_live_action,is_franchise,is_sequel,is_standalone,lead_actor_clean
Alvin and the Chipmunks: The Road Chip,2015,2015-12-18,85886987,148911649,234798636,65000000,169798636,2.612286708,15,67,"Animation, Comedy, Kids & Family",86,Walt Becker,Jason Lee Justin Long Bella Thorne Matthew Gray Gubler Jesse McCartney,0,B,well_known,51.30890052,1,0,0,0,1,jason lee justin long bella thorne matthew gray gubler jesse mccartney
Ted 2,2015,2015-06-26,81476385,134387221,215863606,68000000,147863606,2.174464794,45,206,Comedy,115,Seth MacFarlane,Mark Wahlberg Seth MacFarlane Amanda Seyfried Jessica Barth Giovanni Ribisi,0,B,well_known,49.96509599,0,1,0,1,0,mark wahlberg seth macfarlane amanda seyfried jessica barth giovanni ribisi
Tomorrowland,2015,2015-05-22,93436322,115599346,209035668,190000000,19035668,0.1001877263,50,296,Science Fiction & Fantasy,129,Brad Bird,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,0,B,well_known,49.47643979,0,1,0,0,1,britt robertson george clooney raffey cassidy thomas robinson hugh laurie
Everest,2015,2015-09-18,43482270,159945314,203427584,55000000,148427584,2.698683345,73,227,"Action & Adventure, Drama, Mystery & Suspense",121,Baltasar Kormákur,Jason Clarke Jake Gyllenhaal Josh Brolin John Hawkes Sam Worthington,0,C,well_known,48.9877836,0,1,0,0,1,jason clarke jake gyllenhaal josh brolin john hawkes sam worthington
Straight Outta Compton,2015,2015-08-14,161197785,40437206,201634991,28000000,173634991,6.201249679,89,245,"Drama, Musical & Performing Arts",147,F. Gary Gray,O'Shea Jackson Jr. Corey Hawkins Jason Mitchell Neil Brown Jr. Aldis Hodge,0,C,well_known,48.62129145,0,1,0,0,1,o'shea jackson jr. corey hawkins jason mitchell neil brown jr. aldis hodge
The Intern,2015,2015-09-25,75764672,119000000,194764672,35000000,159764672,4.564704914,60,194,Comedy,121,Nancy Meyers,Robert De Niro Anne Hathaway Rene Russo Anders Holm JoJo Kushner,0,C,well_known,47.88830716,0,1,0,0,1,robert de niro anne hathaway rene russo anders holm jojo kushner
Jupiter Ascending,2015,2015-02-06,47387723,136900000,184287723,176000003,8287720,0.04708931738,27,269,"Action & Adventure, Science Fiction & Fantasy",127,"Lana Wachowski, Lilly Wachowski",Mila Kunis Channing Tatum Sean Bean Eddie Redmayne Douglas Booth,0,C,well_known,47.15532286,0,1,0,0,1,mila kunis channing tatum sean bean eddie redmayne douglas booth
Creed,2015,2015-11-25,109767581,64400000,174167581,37000000,137167581,3.707231919,95,306,Drama,133,Ryan Coogler,Michael B. Jordan Sylvester Stallone Graham McTavish Tessa Thompson Phylicia Rash\u0101d,0,C,well_known,46.05584642,0,1,0,0,1,michael b. jordan sylvester stallone graham mctavish tessa thompson phylicia rash\u0101d
Fantastic Four,2015,2015-08-07,56117548,111765333,167882881,120000000,47882881,0.3990240083,9,258,Action & Adventure,100,Josh Trank,Miles Teller Kate Mara Michael B. Jordan Jamie Bell Toby Kebbell,0,C,well_known,44.95636998,0,1,0,0,1,miles teller kate mara michael b. jordan jamie bell toby kebbell
Bridge of Spies,2015,2015-10-16,72313754,93164594,165478348,40000000,125478348,3.1369587,90,307,"Drama, Mystery & Suspense",141,Steven Spielberg,Tom Hanks Mark Rylance Amy Ryan Alan Alda Sebastian Koch,0,C,well_known,44.83420593,0,1,0,0,1,tom hanks mark rylance amy ryan alan alda sebastian koch
Focus,2015,2015-02-27,53862963,105300000,159162963,50100000,109062963,2.176905449,56,225,"Comedy, Drama",,"John Requa, Glenn Ficarra",Will Smith Margot Robbie Rodrigo Santoro Robert Taylor Gerald McRaney,0,C,well_known,44.22338569,0,1,0,0,1,will smith margot robbie rodrigo santoro robert taylor gerald mcraney
Goosebumps,2015,2015-10-16,80080379,78180573,158260952,58000000,100260952,1.728637103,78,163,"Horror, Kids & Family, Mystery & Suspense",103,Rob Letterman,Jack Black Dylan Minnette Odeya Rush Amy Ryan Jillian Bell,0,C,well_known,44.10122164,0,1,0,0,1,jack black dylan minnette odeya rush amy ryan jillian bell
The Hateful Eight,2015,2015-12-30,54117416,101642701,155760117,44000000,111760117,2.540002659,75,332,Western,168,Quentin Tarantino,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Walton Goggins Demi\u00e1n Bichir,0,C,well_known,43.61256545,0,1,0,0,1,samuel l. jackson kurt russell jennifer jason leigh walton goggins demi\u00e1n bichir
The Last Witch Hunter,2015,2015-10-23,27367660,119569250,146936910,90000000,56936910,0.6326323333,18,136,"Action & Adventure, Science Fiction & Fantasy",106,Breck Eisner,Vin Diesel Rose Leslie Elijah Wood \u00d3lafur Darri \u00d3lafsson Rena Owen,0,C,well_known,42.51308901,0,1,0,0,1,vin diesel rose leslie elijah wood \u00d3lafur darri \u00d3lafsson rena owen
Trainwreck,2015,2015-07-17,110212700,30583093,140795793,35000000,105795793,3.022736943,85,284,Comedy,125,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn Vanessa Bayer,0,C,well_known,41.78010471,0,1,0,0,1,amy schumer bill hader brie larson colin quinn vanessa bayer
Point Break,2015,2015-12-25,28782481,105000000,133782481,105000000,28782481,0.2741188667,11,110,Action & Adventure,,Ericson Core,Édgar Ramírez Luke Bracey Teresa Palmer Delroy Lindo Ray Winstone,0,C,well_known,40.92495637,0,1,0,0,1,édgar ramírez luke bracey teresa palmer delroy lindo ray winstone
The Big Short,2015,2015-12-23,70259870,63181000,133440870,28000000,105440870,3.765745357,88,322,Drama,130,Adam McKay,Christian Bale Steve Carell Ryan Gosling Brad Pitt Melissa Leo,0,C,well_known,40.80279232,0,1,0,0,1,christian bale steve carell ryan gosling brad pitt melissa leo
Pan,2015,2015-10-09,35088320,93900000,128988320,150000000,-21011680,-0.1400778667,27,197,"Action & Adventure, Science Fiction & Fantasy",111,Joe Wright,Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried,0,C,well_known,40.31413613,0,1,0,0,1,levi miller garrett hedlund hugh jackman rooney mara amanda seyfried
Wolf Totem,2015,2015-09-11,210591,125626479,125837070,38000000,87837070,2.311501842,67,30,Action & Adventure,118,Jean-Jacques Annaud,Feng Shaofeng Ankhnyam Ragchaa Shawn Dou Baasanjav Mijid Yin Zhusheng,0,C,well_known,39.94764398,0,1,0,0,1,feng shaofeng ankhnyam ragchaa shawn dou baasanjav mijid yin zhusheng
Magic Mike XXL,2015,2015-07-01,66013057,56600000,122613057,14800000,107813057,7.284666014,65,235,Comedy,115,Gregory Jacobs,Channing Tatum Matt Bomer Joe Manganiello Kevin Nash Adam Rodr\u00edguez,0,C,well_known,39.33682373,0,1,0,0,1,channing tatum matt bomer joe manganiello kevin nash adam rodr\u00edguez
Insidious: Chapter 3,2015,2015-06-05,52218558,60765331,112983889,10000000,102983889,10.2983889,57,129,Horror,97,Leigh Whannell,Dermot Mulroney Stefanie Scott Lin Shaye Leigh Whannell Angus Sampson,0,C,well_known,37.62652705,0,1,0,1,0,dermot mulroney stefanie scott lin shaye leigh whannell angus sampson
Get Hard,2015,2015-03-27,90411453,21400000,111811453,40000000,71811453,1.795286325,28,183,Comedy,99,Etan Cohen,Will Ferrell Kevin Hart Alison Brie Craig T. Nelson T.I.,0,C,well_known,37.38219895,0,1,0,0,1,will ferrell kevin hart alison brie craig t. nelson t.i.
The Man from U.N.C.L.E.,2015,2015-08-14,45445109,64600000,110045109,75000000,35045109,0.46726812,67,288,"Action & Adventure, Comedy, Mystery & Suspense",116,Guy Ritchie,Henry Cavill Armie Hammer Alicia Vikander Elizabeth Debicki Luca Calvani,0,C,well_known,37.01570681,0,1,0,0,1,henry cavill armie hammer alicia vikander elizabeth debicki luca calvani
Paul Blart: Mall Cop 2,2015,2015-04-17,71038190,36550035,107588225,38000000,69588225,1.831269079,5,61,"Comedy, Kids & Family",94,Andy Fickman,Kevin James Raini Rodriguez Eduardo Ver\u00e1stegui Daniella Alonso Neal McDonough,0,C,well_known,36.77137871,0,1,0,1,0,kevin james raini rodriguez eduardo ver\u00e1stegui daniella alonso neal mcdonough
Vacation,2015,2015-07-29,58884188,48344033,107228221,31000000,76228221,2.458974871,27,171,"Action & Adventure, Comedy",99,"Jonathan M. Goldstein, John Francis Daley",Ed Helms Christina Applegate Skyler Gisondo Steele Stebbins Chris Hemsworth,0,C,well_known,36.64921466,0,1,0,0,1,ed helms christina applegate skyler gisondo steele stebbins chris hemsworth
Shaun the Sheep Movie,2015,2015-08-05,19375982,86833396,106209378,25000000,81209378,3.24837512,99,169,"Animation, Comedy",85,"Mark Burton, Richard Starzak",Nick Park Will Becher Justin Fletcher Kate Harbour John Sparkes,0,C,well_known,36.52705061,1,0,0,0,1,nick park will becher justin fletcher kate harbour john sparkes
Sisters,2015,2015-12-18,87044645,17966408,105011053,30000000,75011053,2.500368433,60,176,"Comedy, Drama",118,Jason Moore,Tina Fey Amy Poehler Maya Rudolph Paula Pell John Cena,0,C,well_known,36.28272251,0,1,0,0,1,tina fey amy poehler maya rudolph paula pell john cena
Chappie,2015,2015-03-06,31569268,71242621,102811889,49000000,53811889,1.098201816,33,227,Action & Adventure,120,Neill Blomkamp,Sharlto Copley Dev Patel Ninja Yolandi Visser Jose Pablo Cantillo,0,C,well_known,35.79406632,0,1,0,0,1,sharlto copley dev patel ninja yolandi visser jose pablo cantillo
Joy,2015,2015-12-25,56451232,44682827,101134059,60000000,41134059,0.68556765,61,266,Drama,123,David O. Russell,Jennifer Lawrence Bradley Cooper Robert De Niro Dascha Polanco Edgar Ram\u00edrez,0,C,well_known,35.67190227,0,1,0,0,1,jennifer lawrence bradley cooper robert de niro dascha polanco edgar ram\u00edrez
Black Mass,2015,2015-09-18,62575678,37400000,99975678,53000000,46975678,0.8863335472,73,288,Drama,,Scott Cooper,Johnny Depp Joel Edgerton Benedict Cumberbatch Dakota Johnson Kevin Bacon,0,C,well_known,35.30541012,0,1,0,0,1,johnny depp joel edgerton benedict cumberbatch dakota johnson kevin bacon
Spotlight,2015,2015-11-06,45055776,53634478,98690254,20000000,78690254,3.9345127,97,367,"Drama, Mystery & Suspense",128,Tom McCarthy,Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber John Slattery,0,C,well_known,35.18324607,0,1,0,0,1,mark ruffalo michael keaton rachel mcadams liev schreiber john slattery
The Visit,2015,2015-09-11,65206105,33243957,98450062,5000000,93450062,18.6900124,68,228,"Horror, Mystery & Suspense",94,M. Night Shyamalan,Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan,0,C,well_known,35.06108202,0,1,0,0,1,olivia dejonge ed oxenbould kathryn hahn benjamin kanes deanna dunagan
Poltergeist,2015,2015-05-22,47425125,48012869,95437994,35000000,60437994,1.726799829,31,134,Horror,93,Gil Kenan,Sam Rockwell Rosemarie DeWitt Kennedi Clements Kyle Catlett Jared Harris,0,C,well_known,34.32809773,0,1,0,0,1,sam rockwell rosemarie dewitt kennedi clements kyle catlett jared harris
Veteran,2015,2015-09-17,1200627,93192393,94393020,5200000,89193020,17.15250385,90,10,Drama,124,Seung-wan Ryoo,Yoo Ah-in Hwang Jung-min Yoo Hae-jin Oh Dal-su Jin Kyung,0,C,well_known,34.08376963,0,1,0,0,1,yoo ah-in hwang jung-min yoo hae-jin oh dal-su jin kyung
In the Heart of the Sea,2015,2015-12-11,25020758,69300000,94320758,100000000,-5679242,-0.05679242,43,237,"Action & Adventure, Drama",116,Ron Howard,Chris Hemsworth Benjamin Walker Cillian Murphy Brendan Gleeson Ben Whishaw,0,C,well_known,33.96160558,0,1,0,0,1,chris hemsworth benjamin walker cillian murphy brendan gleeson ben whishaw
Southpaw,2015,2015-07-24,52421953,39548874,91970827,30000000,61970827,2.065694233,59,237,Drama,123,Antoine Fuqua,Jake Gyllenhaal Rachel McAdams Forest Whitaker Oona Laurence 50 Cent,0,C,well_known,32.98429319,0,1,0,0,1,jake gyllenhaal rachel mcadams forest whitaker oona laurence 50 cent
The Second Best Exotic Marigold Hotel,2015,2015-03-06,33078266,52900000,85978266,10000000,75978266,7.5978266,65,187,Comedy,122,John Madden,Dev Patel Judi Dench Richard Gere Maggie Smith Bill Nighy,0,C,well_known,31.64048866,0,1,0,0,1,dev patel judi dench richard gere maggie smith bill nighy
Paper Towns,2015,2015-07-24,32000304,53511996,85512300,12000000,73512300,6.126025,58,139,Drama,109,Jake Schreier,Nat Wolff Cara Delevingne Justice Smith Austin Abrams Halston Sage,0,C,well_known,31.51832461,0,1,0,0,1,nat wolff cara delevingne justice smith austin abrams halston sage
Sicario,2015,2015-10-02,46889293,37983151,84872444,30000000,54872444,1.829081467,92,272,"Action & Adventure, Drama, Mystery & Suspense",121,Denis Villeneuve,Emily Blunt Benicio del Toro Josh Brolin Victor Garber Jon Bernthal,0,C,well_known,31.15183246,0,1,0,0,1,emily blunt benicio del toro josh brolin victor garber jon bernthal
Hitman: Agent 47,2015,2015-08-21,22467450,59880206,82347656,17500023.5,64847632.5,3.705574024,9,129,Action & Adventure,96,Aleksander Bach,Rupert Friend Hannah Ware Angelababy Zachary Quinto Mona Pirzad,0,C,well_known,30.78534031,0,1,0,0,1,rupert friend hannah ware angelababy zachary quinto mona pirzad
The Wedding Ringer,2015,2015-01-16,64460211,15339669,79799880,23000000,56799880,2.46956,29,111,Comedy,101,Jeremy Garelick,Kevin Hart Josh Gad Kaley Cuoco Olivia Thirlby Alan Ritchson,0,C,well_known,30.17452007,0,1,0,0,1,kevin hart josh gad kaley cuoco olivia thirlby alan ritchson
Paranormal Activity: The Ghost Dimension,2015,2015-10-23,18300124,60603000,78903124,10000000,68903124,6.8903124,14,77,Horror,88,Gregory Plotkin,Chris J. Murray Olivia Taylor Dudley  Chloe Csengery Ivy George Christopher Nicholas Smith,0,C,well_known,29.80802792,0,1,0,0,1,chris j. murray olivia taylor dudley  chloe csengery ivy george christopher nicholas smith
War Room,2015,2015-08-28,67790117,5477757,73267874,3000000,70267874,23.42262467,34,35,Drama,120,Alex Kendrick,Alex Kendrick Karen Abercrombie T.C. Stallings Priscilla Shirer Alena Pitts,0,C,well_known,27.97556719,0,1,0,0,1,alex kendrick karen abercrombie t.c. stallings priscilla shirer alena pitts
The Transporter Refueled,2015,2015-09-04,16029670,56600000,72629670,25000000,47629670,1.9051868,16,101,Action & Adventure,91,Camille Delamarre,Ed Skrein Ray Stevenson Loan Chabanol Gabriella Wright Tatjana Pajkovi\u0107,0,C,well_known,27.85340314,0,1,0,0,1,ed skrein ray stevenson loan chabanol gabriella wright tatjana pajkovi\u0107
Run All Night,2015,2015-03-13,26461644,45200000,71661644,50000000,21661644,0.43323288,59,184,Mystery & Suspense,114,Jaume Collet-Serra,Liam Neeson Ed Harris Joel Kinnaman Boyd Holbrook Bruce McGill,0,C,well_known,27.48691099,0,1,0,0,1,liam neeson ed harris joel kinnaman boyd holbrook bruce mcgill
The Age of Adaline,2015,2015-04-24,42629776,23033500,65663276,25000000,40663276,1.62653104,54,167,"Drama, Science Fiction & Fantasy",113,Lee Toland Krieger,Blake Lively Michiel Huisman Harrison Ford Ellen Burstyn Kathy Baker,0,C,well_known,26.38743455,0,1,0,0,1,blake lively michiel huisman harrison ford ellen burstyn kathy baker
The Danish Girl,2015,2015-11-27,11114018,53077505,64191523,15000000,49191523,3.279434867,67,241,Drama,120,Tom Hooper,Eddie Redmayne Alicia Vikander Amber Heard Emerald Fennell Ben Whishaw,0,C,well_known,25.77661431,0,1,0,0,1,eddie redmayne alicia vikander amber heard emerald fennell ben whishaw
The Boy,2015,2015-08-18,35819556,28368811,64188367,10000000,54188367,5.4188367,67,21,"Drama, Horror, Mystery & Suspense",105,Craig William Macneill,Lauren Cohan James Russell Ben Robson Rupert Evans Diana Hardcastle,0,C,well_known,25.65445026,0,1,0,0,1,lauren cohan james russell ben robson rupert evans diana hardcastle
The Longest Ride,2015,2015-04-10,37446117,25498698,62944815,34000000,28944815,0.8513180882,31,124,Drama,128,George Tillman Jr.,Scott Eastwood Britt Robertson Lolita Davidovich Melissa Benoist Jack Huston,0,C,well_known,25.41012216,0,1,0,0,1,scott eastwood britt robertson lolita davidovich melissa benoist jack huston
Unfriended,2015,2015-04-17,32482090,30400000,62882090,1000000,61882090,61.88209,62,185,"Horror, Mystery & Suspense",83,Levan Gabriadze,Shelley Hennig Moses Jacob Storm Renee Olstead William Peltz Jacob Wysocki,0,C,well_known,25.28795812,0,1,0,0,1,shelley hennig moses jacob storm renee olstead william peltz jacob wysocki
Brooklyn,2015,2015-11-04,38322743,23753398,62076141,11000000,51076141,4.643285545,97,269,Drama,112,John Crowley,Saoirse Ronan Domhnall Gleeson Emory Cohen Jim Broadbent Julie Walters,0,C,well_known,24.67713787,0,1,0,0,1,saoirse ronan domhnall gleeson emory cohen jim broadbent julie walters
Dragon Ball Z: Resurrection 'F',2015,2015-08-04,8008363,53759827,61768190,5000000,56768190,11.353638,83,18,"Action & Adventure, Animation, Science Fiction & Fantasy",93,Tadayoshi Yamamuro,Christopher Sabat Kyle Hebert Monica Rial Mike McFarland Sonny Strait,0,C,well_known,24.55497382,1,0,0,0,1,christopher sabat kyle hebert monica rial mike mcfarland sonny strait
Krampus,2015,2015-12-04,42725475,18823232,61548707,15000000,46548707,3.103247133,66,128,Horror,,Michael Dougherty,Adam Scott Toni Collette Allison Tolman David Koechner Emjay Anthony,0,C,well_known,24.31064572,0,1,0,0,1,adam scott toni collette allison tolman david koechner emjay anthony
The Perfect Guy,2015,2015-09-11,57027435,3245738,60273173,12000000,48273173,4.022764417,18,45,Mystery & Suspense,100,David M. Rosenthal,Sanaa Lathan Michael Ealy Morris Chestnut Kathryn Morris Holt McCallany,0,C,well_known,23.69982548,0,1,0,0,1,sanaa lathan michael ealy morris chestnut kathryn morris holt mccallany
The Gift,2015,2015-08-07,43787265,15191388,58978653,5000000,53978653,10.7957306,91,194,Mystery & Suspense,108,Joel Edgerton,Jason Bateman Rebecca Hall Joel Edgerton Allison Tolman Tim Griffin,0,C,well_known,23.45549738,0,1,0,0,1,jason bateman rebecca hall joel edgerton allison tolman tim griffin
No Escape,2015,2015-08-26,27288872,27130000,54418872,5000000,49418872,9.8837744,47,155,Mystery & Suspense,103,John Erick Dowdle,Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare,0,C,well_known,21.9895288,0,1,0,0,1,owen wilson lake bell pierce brosnan sterling jerins claire geare
Sinister 2,2015,2015-08-21,27740955,25588195,53329150,10000000,43329150,4.332915,16,90,Horror,97,Ciaran Foy,Shannyn Sossamon James Ransone Robert Daniel Sloan Dartanian Sloan Lea Coco,0,C,well_known,21.62303665,0,1,0,1,0,shannyn sossamon james ransone robert daniel sloan dartanian sloan lea coco
The Boy Next Door,2015,2015-01-23,35423380,17002475,52425855,4000000,48425855,12.10646375,12,136,Mystery & Suspense,90,Rob Cohen,Jennifer Lopez Ryan Guzman Ian Nelson John Corbett Kristin Chenoweth,0,C,well_known,21.5008726,0,1,0,0,1,jennifer lopez ryan guzman ian nelson john corbett kristin chenoweth
The Night Before,2015,2015-11-20,43047372,9348624,52395996,25000000,27395996,1.09583984,68,156,Comedy,101,Jonathan Levine,Seth Rogen Joseph Gordon-Levitt Anthony Mackie Lizzy Caplan James Franco,0,C,well_known,21.37870855,0,1,0,0,1,seth rogen joseph gordon-levitt anthony mackie lizzy caplan james franco
Hot Pursuit,2015,2015-05-08,34580201,17100000,51680201,35000000,16680201,0.4765771714,7,173,"Action & Adventure, Comedy",87,Anne Fletcher,Reese Witherspoon Sof\u00eda Vergara Michael Mosley John Carroll Lynch Richard T. Jones,0,C,well_known,20.89005236,0,1,0,0,1,reese witherspoon sof\u00eda vergara michael mosley john carroll lynch richard t. jones
Entourage,2015,2015-06-03,32363404,16900000,49263404,30000000,19263404,0.6421134667,33,213,Comedy,104,Doug Ellin,Adrian Grenier Kevin Connolly Kevin Dillon Jerry Ferrara Jeremy Piven,0,C,well_known,20.03490401,0,1,0,0,1,adrian grenier kevin connolly kevin dillon jerry ferrara jeremy piven
Concussion,2015,2015-12-25,34542474,14081098,48623572,35000000,13623572,0.3892449143,59,201,Drama,121,Peter Landesman,Will Smith Alec Baldwin Albert Brooks Gugu Mbatha-Raw David Morse,0,C,well_known,19.42408377,0,1,0,0,1,will smith alec baldwin albert brooks gugu mbatha-raw david morse
Mortdecai,2015,2015-01-23,7696134,39579561,47275695,60000000,-12724305,-0.21207175,12,110,Action & Adventure,106,David Koepp,Johnny Depp Gwyneth Paltrow Ewan McGregor Paul Bettany Olivia Munn,0,C,well_known,18.56893543,0,1,0,0,1,johnny depp gwyneth paltrow ewan mcgregor paul bettany olivia munn
